date,idea,trend_score,mentions,engagement,sentiment
2015-03-01,Anti-Consumerism,16.01,350,159,0.45
2015-04-01,Anti-Consumerism,14.95,293,141,0.501
2015-05-01,Anti-Consumerism,13.04,330,84,0.415
2015-06-01,Anti-Consumerism,15.61,231,171,0.338
2015-07-01,Anti-Consumerism,11.72,196,119,0.348
2015-08-01,Anti-Consumerism,14.28,298,122,0.426
2015-09-01,Anti-Consumerism,12.93,210,110,0.406
2015-10-01,Anti-Consumerism,21.55,511,192,0.509
2015-11-01,Anti-Consumerism,19.24,491,207,0.342
2015-12-01,Anti-Consumerism,18.11,432,184,0.254
2016-01-01,Anti-Consumerism,10.53,212,115,0.443
2016-02-01,Anti-Consumerism,17.88,470,151,0.343
2016-03-01,Anti-Consumerism,16.15,257,150,0.494
2016-04-01,Anti-Consumerism,19.55,345,214,0.401
2016-05-01,Anti-Consumerism,17.13,357,111,0.479
2016-06-01,Anti-Consumerism,16.44,244,131,0.278
2016-07-01,Anti-Consumerism,17.45,268,162,0.417
2016-08-01,Anti-Consumerism,11.62,227,132,0.316
2016-09-01,Anti-Consumerism,15.03,409,74,0.254
2016-10-01,Anti-Consumerism,18.75,501,119,0.297
2016-11-01,Anti-Consumerism,21.33,438,138,0.335
2016-12-01,Anti-Consumerism,16.56,265,118,0.549
2017-01-01,Anti-Consumerism,18.38,303,125,0.331
2017-02-01,Anti-Consumerism,13.99,270,127,0.247
2017-03-01,Anti-Consumerism,23.46,397,262,0.416
2017-04-01,Anti-Consumerism,22.72,344,213,0.404
2017-05-01,Anti-Consumerism,21.62,507,141,0.341
2017-06-01,Anti-Consumerism,21.18,469,233,0.381
2017-07-01,Anti-Consumerism,24.91,450,233,0.517
2017-08-01,Anti-Consumerism,18.13,451,116,0.48
2017-09-01,Anti-Consumerism,18.09,450,134,0.47
2017-10-01,Anti-Consumerism,24.31,507,255,0.258
2017-11-01,Anti-Consumerism,24.4,375,247,0.746
2017-12-01,Anti-Consumerism,18.13,487,162,0.526
2018-01-01,Anti-Consumerism,20.41,477,119,0.462
2018-02-01,Anti-Consumerism,27.73,484,294,0.26
2018-03-01,Anti-Consumerism,24.57,554,172,0.514
2018-04-01,Anti-Consumerism,26.36,519,273,0.34
2018-05-01,Anti-Consumerism,21.19,485,201,0.377
2018-06-01,Anti-Consumerism,27.3,563,183,0.198
2018-07-01,Anti-Consumerism,21.74,452,138,0.251
2018-08-01,Anti-Consumerism,20.73,504,119,0.453
2018-09-01,Anti-Consumerism,29.51,667,193,0.521
2018-10-01,Anti-Consumerism,32.3,488,192,0.482
2018-11-01,Anti-Consumerism,27.91,416,258,0.478
2018-12-01,Anti-Consumerism,27.69,506,252,0.392
2019-01-01,Anti-Consumerism,35.13,703,317,0.351
2019-02-01,Anti-Consumerism,30.67,547,289,0.435
2019-03-01,Anti-Consumerism,32.3,747,345,0.499
2019-04-01,Anti-Consumerism,38.83,650,442,0.401
2019-05-01,Anti-Consumerism,33.94,810,219,0.545
2019-06-01,Anti-Consumerism,34.29,851,310,0.374
2019-07-01,Anti-Consumerism,39.95,629,214,0.282
2019-08-01,Anti-Consumerism,36.61,846,207,0.399
2019-09-01,Anti-Consumerism,39.57,1086,376,0.413
2019-10-01,Anti-Consumerism,37.29,623,310,0.39
2019-11-01,Anti-Consumerism,43.06,1151,442,0.554
2019-12-01,Anti-Consumerism,43.95,988,346,0.497
2020-01-01,Anti-Consumerism,47.9,1067,274,0.228
2020-02-01,Anti-Consumerism,48.41,713,536,0.584
2020-03-01,Anti-Consumerism,48.32,1183,261,0.071
2020-04-01,Anti-Consumerism,48.68,1008,300,0.658
2020-05-01,Anti-Consumerism,48.11,1159,327,0.366
2020-06-01,Anti-Consumerism,51.0,1292,610,0.377
2020-07-01,Anti-Consumerism,46.66,995,364,0.393
2020-08-01,Anti-Consumerism,43.79,775,368,0.446
2020-09-01,Anti-Consumerism,55.15,881,570,0.4
2020-10-01,Anti-Consumerism,54.52,886,512,0.384
2020-11-01,Anti-Consumerism,52.95,1384,575,0.557
2020-12-01,Anti-Consumerism,57.39,903,476,0.468
2021-01-01,Anti-Consumerism,52.81,1024,623,0.285
2021-02-01,Anti-Consumerism,53.01,990,559,0.489
2021-03-01,Anti-Consumerism,52.73,1377,405,0.463
2021-04-01,Anti-Consumerism,57.09,1181,431,0.335
2021-05-01,Anti-Consumerism,50.77,1419,583,0.495
2021-06-01,Anti-Consumerism,53.35,1297,519,0.381
2021-07-01,Anti-Consumerism,56.65,1468,525,0.373
2021-08-01,Anti-Consumerism,52.3,804,536,0.37
2021-09-01,Anti-Consumerism,54.06,948,478,0.109
2021-10-01,Anti-Consumerism,49.54,787,295,0.337
2021-11-01,Anti-Consumerism,58.12,1191,413,0.486
2021-12-01,Anti-Consumerism,54.37,1308,479,0.397
2022-01-01,Anti-Consumerism,53.27,872,263,0.246
2022-02-01,Anti-Consumerism,52.81,836,420,0.516
2022-03-01,Anti-Consumerism,55.57,1256,569,0.364
2022-04-01,Anti-Consumerism,52.22,899,312,0.253
2022-05-01,Anti-Consumerism,62.91,1303,331,0.665
2022-06-01,Anti-Consumerism,50.06,737,542,0.274
2022-07-01,Anti-Consumerism,56.0,1318,518,0.506
2022-08-01,Anti-Consumerism,57.8,1247,351,0.308
2022-09-01,Anti-Consumerism,55.28,1275,586,0.416
2022-10-01,Anti-Consumerism,58.38,1042,557,0.292
2022-11-01,Anti-Consumerism,55.47,993,400,0.251
2022-12-01,Anti-Consumerism,62.59,1578,470,0.463
2013-01-01,Astrology,11.75,498,155,0.502
2013-02-01,Astrology,21.76,828,427,0.429
2013-03-01,Astrology,20.2,886,463,0.502
2013-04-01,Astrology,15.31,460,332,0.71
2013-05-01,Astrology,17.61,959,219,0.457
2013-06-01,Astrology,14.02,508,199,0.623
2013-07-01,Astrology,14.3,429,244,0.642
2013-08-01,Astrology,12.41,406,221,0.42
2013-09-01,Astrology,21.96,674,272,0.449
2013-10-01,Astrology,23.82,786,308,0.678
2013-11-01,Astrology,10.46,415,215,0.439
2013-12-01,Astrology,26.58,1293,535,0.543
2014-01-01,Astrology,19.29,687,418,0.795
2014-02-01,Astrology,20.6,828,475,0.668
2014-03-01,Astrology,13.67,738,192,0.56
2014-04-01,Astrology,24.95,905,548,0.651
2014-05-01,Astrology,20.58,1034,395,0.543
2014-06-01,Astrology,24.44,792,572,0.672
2014-07-01,Astrology,24.88,821,336,0.304
2014-08-01,Astrology,25.45,1038,343,0.533
2014-09-01,Astrology,17.63,609,348,0.3
2014-10-01,Astrology,19.5,1039,448,0.569
2014-11-01,Astrology,18.0,530,386,0.522
2014-12-01,Astrology,24.14,1079,484,0.713
2015-01-01,Astrology,22.0,988,334,0.635
2015-02-01,Astrology,25.05,748,499,0.487
2015-03-01,Astrology,25.34,1229,536,0.501
2015-04-01,Astrology,14.09,580,288,0.596
2015-05-01,Astrology,26.51,1279,513,0.481
2015-06-01,Astrology,25.03,1280,257,0.546
2015-07-01,Astrology,19.86,736,379,0.708
2015-08-01,Astrology,22.84,950,377,0.451
2015-09-01,Astrology,21.06,743,494,0.496
2015-10-01,Astrology,24.13,812,443,0.513
2015-11-01,Astrology,20.29,569,373,0.929
2015-12-01,Astrology,23.8,1309,569,0.623
2016-01-01,Astrology,22.27,898,244,0.686
2016-02-01,Astrology,20.81,590,283,0.642
2016-03-01,Astrology,23.84,674,454,0.65
2016-04-01,Astrology,34.45,1243,487,0.607
2016-05-01,Astrology,21.42,608,312,0.594
2016-06-01,Astrology,23.71,912,532,0.376
2016-07-01,Astrology,22.58,672,405,0.593
2016-08-01,Astrology,23.54,685,261,0.537
2016-09-01,Astrology,29.6,1383,417,0.615
2016-10-01,Astrology,29.74,1588,318,0.541
2016-11-01,Astrology,27.39,1081,482,0.642
2016-12-01,Astrology,32.06,1649,388,0.663
2017-01-01,Astrology,31.67,913,695,0.201
2017-02-01,Astrology,28.39,1413,509,0.498
2017-03-01,Astrology,23.45,698,245,0.327
2017-04-01,Astrology,33.44,1722,466,0.579
2017-05-01,Astrology,31.35,1652,579,0.514
2017-06-01,Astrology,31.3,1565,452,0.713
2017-07-01,Astrology,29.89,1524,508,0.575
2017-08-01,Astrology,35.27,1542,800,0.492
2017-09-01,Astrology,34.23,1212,501,0.663
2017-10-01,Astrology,32.43,1492,468,0.512
2017-11-01,Astrology,29.01,1170,621,0.49
2017-12-01,Astrology,38.73,1090,550,0.597
2018-01-01,Astrology,37.42,1547,401,0.744
2018-02-01,Astrology,37.44,1731,457,0.652
2018-03-01,Astrology,27.21,772,633,0.618
2018-04-01,Astrology,39.1,1775,901,0.88
2018-05-01,Astrology,39.7,1837,510,0.462
2018-06-01,Astrology,39.61,1284,696,0.459
2018-07-01,Astrology,46.52,1864,539,0.567
2018-08-01,Astrology,47.78,2628,923,0.732
2018-09-01,Astrology,48.08,2537,590,0.437
2018-10-01,Astrology,51.9,2050,535,0.761
2018-11-01,Astrology,45.08,1704,968,0.377
2018-12-01,Astrology,48.77,1535,697,0.535
2019-01-01,Astrology,52.3,1516,584,0.571
2019-02-01,Astrology,50.85,1847,1099,0.444
2019-03-01,Astrology,57.58,3128,1185,0.475
2019-04-01,Astrology,53.91,2957,1048,0.646
2019-05-01,Astrology,62.53,3173,1421,0.723
2019-06-01,Astrology,54.94,2078,915,0.296
2019-07-01,Astrology,68.53,2194,784,0.572
2019-08-01,Astrology,69.45,3103,728,0.536
2019-09-01,Astrology,62.29,2872,884,0.563
2019-10-01,Astrology,68.58,2736,744,0.512
2019-11-01,Astrology,63.73,3019,1103,0.395
2019-12-01,Astrology,70.72,3459,694,0.735
2020-01-01,Astrology,67.3,3360,1076,0.689
2020-02-01,Astrology,63.44,2669,772,0.538
2020-03-01,Astrology,55.04,2761,820,0.491
2020-04-01,Astrology,68.68,1972,1327,0.477
2020-05-01,Astrology,71.45,3362,1047,0.24
2020-06-01,Astrology,76.24,2638,1107,0.592
2020-07-01,Astrology,71.65,2549,1710,0.644
2020-08-01,Astrology,76.09,2325,1518,0.567
2020-09-01,Astrology,70.85,2365,1204,0.54
2020-10-01,Astrology,71.9,4010,1290,0.566
2020-11-01,Astrology,78.05,3093,1446,0.448
2020-12-01,Astrology,64.56,3485,643,0.49
2021-01-01,Astrology,75.05,2444,807,0.53
2021-02-01,Astrology,73.27,2470,1388,0.634
2021-03-01,Astrology,80.18,3497,1191,0.715
2021-04-01,Astrology,72.5,2739,754,0.523
2021-05-01,Astrology,76.54,3523,1063,0.425
2021-06-01,Astrology,78.03,3107,896,0.554
2021-07-01,Astrology,68.25,3462,1556,0.791
2021-08-01,Astrology,73.53,2947,921,0.435
2021-09-01,Astrology,72.23,3180,843,0.656
2021-10-01,Astrology,77.61,2871,1445,0.71
2021-11-01,Astrology,76.4,3645,1308,0.507
2021-12-01,Astrology,72.63,3365,1300,0.466
2022-01-01,Astrology,69.25,2709,1099,0.619
2022-02-01,Astrology,77.46,2767,1265,0.592
2022-03-01,Astrology,72.9,3295,1517,0.633
2022-04-01,Astrology,66.57,3622,850,0.799
2022-05-01,Astrology,66.78,2118,1022,0.57
2022-06-01,Astrology,74.53,3755,1744,0.407
2022-07-01,Astrology,67.55,2918,833,0.558
2022-08-01,Astrology,79.96,3416,1106,0.579
2022-09-01,Astrology,68.64,3770,848,0.702
2022-10-01,Astrology,72.26,3249,715,0.526
2022-11-01,Astrology,72.77,3730,981,0.501
2022-12-01,Astrology,69.08,2929,709,0.385
2013-01-01,Biohacking,16.62,682,120,0.489
2013-02-01,Biohacking,10.38,407,102,0.755
2013-03-01,Biohacking,5.0,136,74,0.524
2013-04-01,Biohacking,14.13,344,117,0.735
2013-05-01,Biohacking,8.93,269,152,0.572
2013-06-01,Biohacking,8.29,244,79,0.624
2013-07-01,Biohacking,9.64,319,91,0.541
2013-08-01,Biohacking,9.63,320,88,0.478
2013-09-01,Biohacking,12.95,476,95,0.391
2013-10-01,Biohacking,6.57,208,102,0.473
2013-11-01,Biohacking,8.16,189,136,0.561
2013-12-01,Biohacking,12.56,490,174,0.625
2014-01-01,Biohacking,13.54,372,125,0.721
2014-02-01,Biohacking,13.73,568,141,0.547
2014-03-01,Biohacking,9.58,225,118,0.494
2014-04-01,Biohacking,9.15,376,160,0.427
2014-05-01,Biohacking,10.7,245,106,0.658
2014-06-01,Biohacking,13.08,338,198,0.766
2014-07-01,Biohacking,16.96,373,203,0.752
2014-08-01,Biohacking,6.5,233,68,0.685
2014-09-01,Biohacking,12.12,471,147,0.677
2014-10-01,Biohacking,8.92,269,71,0.804
2014-11-01,Biohacking,8.1,328,128,0.64
2014-12-01,Biohacking,16.1,538,158,0.678
2015-01-01,Biohacking,14.97,512,225,0.562
2015-02-01,Biohacking,14.82,574,118,0.437
2015-03-01,Biohacking,16.37,446,287,0.518
2015-04-01,Biohacking,12.31,350,114,0.599
2015-05-01,Biohacking,12.59,504,211,0.607
2015-06-01,Biohacking,20.58,822,328,0.831
2015-07-01,Biohacking,13.43,557,237,0.61
2015-08-01,Biohacking,16.51,659,204,0.741
2015-09-01,Biohacking,14.46,342,218,0.548
2015-10-01,Biohacking,9.04,346,101,0.563
2015-11-01,Biohacking,8.59,254,79,0.441
2015-12-01,Biohacking,13.12,549,157,0.511
2016-01-01,Biohacking,18.17,562,163,0.663
2016-02-01,Biohacking,17.78,580,317,0.601
2016-03-01,Biohacking,18.58,597,153,0.713
2016-04-01,Biohacking,13.29,369,180,0.622
2016-05-01,Biohacking,21.51,486,300,0.558
2016-06-01,Biohacking,14.19,565,185,0.858
2016-07-01,Biohacking,18.14,687,260,0.589
2016-08-01,Biohacking,17.89,428,151,0.74
2016-09-01,Biohacking,17.81,665,235,0.552
2016-10-01,Biohacking,22.77,777,235,0.685
2016-11-01,Biohacking,17.05,505,296,0.711
2016-12-01,Biohacking,15.53,409,240,0.625
2017-01-01,Biohacking,20.06,783,355,0.317
2017-02-01,Biohacking,19.22,686,146,0.602
2017-03-01,Biohacking,30.97,1006,318,0.748
2017-04-01,Biohacking,23.28,787,217,0.663
2017-05-01,Biohacking,20.44,468,150,0.654
2017-06-01,Biohacking,18.91,585,186,0.393
2017-07-01,Biohacking,16.86,423,245,0.514
2017-08-01,Biohacking,19.84,503,192,0.649
2017-09-01,Biohacking,23.68,826,301,0.649
2017-10-01,Biohacking,28.03,1125,471,0.746
2017-11-01,Biohacking,27.53,812,405,0.583
2017-12-01,Biohacking,25.27,641,290,0.649
2018-01-01,Biohacking,24.03,832,270,0.602
2018-02-01,Biohacking,26.89,1057,326,0.482
2018-03-01,Biohacking,25.61,940,233,0.329
2018-04-01,Biohacking,33.41,1311,469,0.652
2018-05-01,Biohacking,28.77,928,320,0.621
2018-06-01,Biohacking,30.16,1109,495,0.526
2018-07-01,Biohacking,24.85,595,382,0.406
2018-08-01,Biohacking,32.0,906,441,0.676
2018-09-01,Biohacking,36.18,1056,403,0.568
2018-10-01,Biohacking,31.55,1001,299,0.667
2018-11-01,Biohacking,33.58,1360,523,0.824
2018-12-01,Biohacking,39.29,1547,489,0.343
2019-01-01,Biohacking,33.57,800,323,0.516
2019-02-01,Biohacking,42.34,1043,394,0.575
2019-03-01,Biohacking,38.74,1104,348,0.775
2019-04-01,Biohacking,40.33,1093,629,0.404
2019-05-01,Biohacking,39.3,1333,380,0.832
2019-06-01,Biohacking,44.97,1797,580,0.616
2019-07-01,Biohacking,52.38,2158,633,0.588
2019-08-01,Biohacking,48.51,1685,653,0.576
2019-09-01,Biohacking,44.74,1727,746,0.548
2019-10-01,Biohacking,51.91,1663,860,0.726
2019-11-01,Biohacking,48.72,1236,588,0.472
2019-12-01,Biohacking,54.96,1760,405,0.641
2020-01-01,Biohacking,54.42,1777,642,0.554
2020-02-01,Biohacking,44.25,1619,608,0.509
2020-03-01,Biohacking,51.15,1310,676,0.91
2020-04-01,Biohacking,58.08,1669,827,0.65
2020-05-01,Biohacking,56.79,1627,503,0.674
2020-06-01,Biohacking,54.35,2236,771,0.737
2020-07-01,Biohacking,56.6,1716,519,0.429
2020-08-01,Biohacking,53.86,1985,824,0.81
2020-09-01,Biohacking,60.4,2221,656,0.299
2020-10-01,Biohacking,68.38,1817,1017,0.508
2020-11-01,Biohacking,65.25,2154,504,0.545
2020-12-01,Biohacking,70.49,2804,818,0.67
2021-01-01,Biohacking,67.65,2096,1002,0.626
2021-02-01,Biohacking,68.3,2790,659,0.58
2021-03-01,Biohacking,71.36,1820,1127,0.599
2021-04-01,Biohacking,66.78,1506,936,0.483
2021-05-01,Biohacking,65.31,2594,885,0.42
2021-06-01,Biohacking,69.18,2684,762,0.687
2021-07-01,Biohacking,70.67,2957,877,0.683
2021-08-01,Biohacking,65.08,2295,888,0.79
2021-09-01,Biohacking,64.57,2626,794,0.505
2021-10-01,Biohacking,67.37,2585,993,0.683
2021-11-01,Biohacking,69.67,2698,828,0.566
2021-12-01,Biohacking,69.79,2300,655,0.743
2022-01-01,Biohacking,63.34,1839,602,0.723
2022-02-01,Biohacking,73.56,2988,534,0.625
2022-03-01,Biohacking,66.12,1989,691,0.559
2022-04-01,Biohacking,67.47,2180,1031,0.715
2022-05-01,Biohacking,65.77,1997,1038,0.678
2022-06-01,Biohacking,76.79,2523,721,0.518
2022-07-01,Biohacking,69.64,2151,1223,0.441
2022-08-01,Biohacking,66.58,1465,841,0.565
2022-09-01,Biohacking,71.94,2843,1230,0.782
2022-10-01,Biohacking,71.87,2180,1066,0.738
2022-11-01,Biohacking,69.22,2310,1038,0.467
2022-12-01,Biohacking,72.52,1735,589,0.46
2013-01-01,Blockchain,5.64,253,66,0.169
2013-02-01,Blockchain,12.38,643,227,0.388
2013-03-01,Blockchain,12.19,481,201,0.116
2013-04-01,Blockchain,9.35,506,90,0.258
2013-05-01,Blockchain,8.16,435,193,0.141
2013-06-01,Blockchain,9.38,317,137,0.166
2013-07-01,Blockchain,7.31,258,97,0.151
2013-08-01,Blockchain,6.86,227,88,0.289
2013-09-01,Blockchain,14.55,487,173,0.31
2013-10-01,Blockchain,15.31,818,367,0.267
2013-11-01,Blockchain,6.96,376,96,0.187
2013-12-01,Blockchain,9.02,266,139,0.217
2014-01-01,Blockchain,8.41,375,186,0.308
2014-02-01,Blockchain,5.0,219,94,0.312
2014-03-01,Blockchain,6.65,259,99,-0.123
2014-04-01,Blockchain,16.5,754,372,0.167
2014-05-01,Blockchain,5.0,273,102,0.173
2014-06-01,Blockchain,19.41,636,250,0.28
2014-07-01,Blockchain,14.86,466,280,0.192
2014-08-01,Blockchain,11.17,323,256,0.286
2014-09-01,Blockchain,12.14,464,203,0.071
2014-10-01,Blockchain,5.0,187,101,0.231
2014-11-01,Blockchain,8.34,334,197,0.308
2014-12-01,Blockchain,17.04,717,333,0.023
2015-01-01,Blockchain,6.93,341,77,0.502
2015-02-01,Blockchain,15.47,603,203,0.343
2015-03-01,Blockchain,5.0,186,91,0.2
2015-04-01,Blockchain,5.0,256,68,0.101
2015-05-01,Blockchain,20.17,1045,472,0.179
2015-06-01,Blockchain,10.77,372,166,0.21
2015-07-01,Blockchain,8.31,306,134,0.253
2015-08-01,Blockchain,17.98,919,354,0.38
2015-09-01,Blockchain,17.56,531,301,0.143
2015-10-01,Blockchain,16.1,598,243,0.268
2015-11-01,Blockchain,8.82,358,94,0.045
2015-12-01,Blockchain,10.4,346,189,0.15
2016-01-01,Blockchain,13.56,448,300,0.245
2016-02-01,Blockchain,18.47,737,360,0.283
2016-03-01,Blockchain,15.46,759,233,0.11
2016-04-01,Blockchain,21.85,1126,250,0.147
2016-05-01,Blockchain,25.34,1404,541,0.375
2016-06-01,Blockchain,33.43,1005,774,0.339
2016-07-01,Blockchain,33.77,1151,513,0.225
2016-08-01,Blockchain,25.47,1253,512,-0.068
2016-09-01,Blockchain,34.93,1507,542,0.501
2016-10-01,Blockchain,34.36,1277,578,0.198
2016-11-01,Blockchain,44.84,1514,971,0.162
2016-12-01,Blockchain,49.62,1779,536,0.137
2017-01-01,Blockchain,48.51,1941,836,0.245
2017-02-01,Blockchain,44.33,1461,563,0.246
2017-03-01,Blockchain,43.68,2402,633,0.314
2017-04-01,Blockchain,42.04,1304,794,0.089
2017-05-01,Blockchain,35.47,1972,354,0.163
2017-06-01,Blockchain,30.24,1560,549,0.444
2017-07-01,Blockchain,23.75,946,325,0.227
2017-08-01,Blockchain,38.0,1851,731,0.179
2017-09-01,Blockchain,31.82,1489,370,0.087
2017-10-01,Blockchain,28.81,979,582,0.261
2017-11-01,Blockchain,30.99,1162,586,0.324
2017-12-01,Blockchain,16.06,680,379,0.305
2018-01-01,Blockchain,11.32,519,257,0.169
2018-02-01,Blockchain,22.09,954,302,0.243
2018-03-01,Blockchain,21.8,899,218,0.401
2018-04-01,Blockchain,11.84,479,225,0.329
2018-05-01,Blockchain,22.46,942,411,0.106
2018-06-01,Blockchain,18.83,756,188,-0.106
2018-07-01,Blockchain,16.96,732,193,0.236
2018-08-01,Blockchain,19.5,1031,351,0.296
2018-09-01,Blockchain,9.13,417,207,0.069
2018-10-01,Blockchain,18.54,894,420,0.199
2018-11-01,Blockchain,18.15,812,214,0.168
2018-12-01,Blockchain,24.62,1133,373,0.213
2019-01-01,Blockchain,21.21,937,217,0.135
2019-02-01,Blockchain,26.03,748,426,0.355
2019-03-01,Blockchain,10.92,611,223,0.218
2019-04-01,Blockchain,20.3,588,426,0.095
2019-05-01,Blockchain,28.11,1098,472,0.31
2019-06-01,Blockchain,24.62,762,270,0.048
2019-07-01,Blockchain,31.23,959,471,0.354
2019-08-01,Blockchain,18.81,945,433,0.319
2019-09-01,Blockchain,32.32,1290,417,0.367
2019-10-01,Blockchain,26.3,1327,374,0.181
2019-11-01,Blockchain,26.65,950,542,0.14
2019-12-01,Blockchain,36.12,1271,728,0.21
2020-01-01,Blockchain,37.81,1325,860,0.19
2020-02-01,Blockchain,40.51,1833,615,0.122
2020-03-01,Blockchain,48.86,2483,831,0.134
2020-04-01,Blockchain,48.33,1965,789,0.156
2020-05-01,Blockchain,41.36,1597,950,0.06
2020-06-01,Blockchain,49.37,2728,1021,0.281
2020-07-01,Blockchain,50.2,1570,1083,0.194
2020-08-01,Blockchain,65.48,2726,754,0.163
2020-09-01,Blockchain,64.19,2532,1348,0.067
2020-10-01,Blockchain,61.06,1877,967,0.061
2020-11-01,Blockchain,69.72,2476,693,0.432
2020-12-01,Blockchain,62.51,1800,654,0.125
2021-01-01,Blockchain,73.25,3850,1418,0.273
2021-02-01,Blockchain,64.48,2903,964,0.22
2021-03-01,Blockchain,57.89,2942,1279,-0.133
2021-04-01,Blockchain,67.42,2872,1360,0.415
2021-05-01,Blockchain,65.21,2920,646,0.282
2021-06-01,Blockchain,60.12,2863,1172,0.108
2021-07-01,Blockchain,54.09,2889,669,0.197
2021-08-01,Blockchain,45.83,1401,719,0.062
2021-09-01,Blockchain,43.53,1622,809,0.419
2021-10-01,Blockchain,41.65,1993,923,0.091
2021-11-01,Blockchain,42.5,2330,687,0.137
2021-12-01,Blockchain,46.21,2563,982,0.112
2022-01-01,Blockchain,43.3,1986,904,0.21
2022-02-01,Blockchain,28.3,946,441,0.364
2022-03-01,Blockchain,31.62,991,532,0.415
2022-04-01,Blockchain,30.04,1637,591,0.152
2022-05-01,Blockchain,19.52,784,196,0.245
2022-06-01,Blockchain,33.56,1123,753,0.21
2022-07-01,Blockchain,28.04,1518,580,0.082
2022-08-01,Blockchain,27.25,843,360,0.491
2022-09-01,Blockchain,33.09,1603,785,0.364
2022-10-01,Blockchain,25.35,1154,309,0.223
2022-11-01,Blockchain,21.3,649,485,0.39
2022-12-01,Blockchain,24.86,932,355,0.345
2013-01-01,Breathwork,10.84,219,109,0.575
2013-02-01,Breathwork,8.21,180,52,0.903
2013-03-01,Breathwork,9.35,200,55,0.729
2013-04-01,Breathwork,6.73,98,48,0.787
2013-05-01,Breathwork,7.07,160,84,0.625
2013-06-01,Breathwork,9.07,232,60,0.854
2013-07-01,Breathwork,5.0,81,40,0.669
2013-08-01,Breathwork,7.22,161,36,0.733
2013-09-01,Breathwork,5.75,128,44,0.588
2013-10-01,Breathwork,5.7,93,51,0.58
2013-11-01,Breathwork,5.0,79,58,0.783
2013-12-01,Breathwork,12.48,346,106,0.647
2014-01-01,Breathwork,6.44,126,69,0.598
2014-02-01,Breathwork,12.03,207,105,0.623
2014-03-01,Breathwork,11.79,193,60,0.784
2014-04-01,Breathwork,5.0,117,35,0.625
2014-05-01,Breathwork,5.4,122,48,0.686
2014-06-01,Breathwork,16.39,377,191,0.702
2014-07-01,Breathwork,14.0,213,154,0.47
2014-08-01,Breathwork,8.7,231,56,0.523
2014-09-01,Breathwork,9.61,187,61,0.74
2014-10-01,Breathwork,6.98,128,44,0.612
2014-11-01,Breathwork,10.21,209,117,0.827
2014-12-01,Breathwork,6.81,132,74,0.816
2015-01-01,Breathwork,5.0,130,52,0.786
2015-02-01,Breathwork,5.08,137,39,0.918
2015-03-01,Breathwork,9.15,167,77,0.69
2015-04-01,Breathwork,5.73,150,47,0.778
2015-05-01,Breathwork,8.96,224,59,0.63
2015-06-01,Breathwork,5.98,162,50,0.994
2015-07-01,Breathwork,6.9,120,35,0.938
2015-08-01,Breathwork,11.85,262,68,0.701
2015-09-01,Breathwork,10.08,180,113,0.746
2015-10-01,Breathwork,9.35,239,95,0.863
2015-11-01,Breathwork,12.05,170,95,0.682
2015-12-01,Breathwork,10.9,239,93,0.621
2016-01-01,Breathwork,13.84,259,103,0.805
2016-02-01,Breathwork,8.16,151,83,0.709
2016-03-01,Breathwork,8.29,191,87,0.722
2016-04-01,Breathwork,5.72,148,59,0.6
2016-05-01,Breathwork,8.38,189,84,0.494
2016-06-01,Breathwork,12.6,327,79,0.728
2016-07-01,Breathwork,13.65,242,99,0.809
2016-08-01,Breathwork,12.67,270,104,0.673
2016-09-01,Breathwork,5.0,102,36,0.872
2016-10-01,Breathwork,13.12,186,134,0.616
2016-11-01,Breathwork,5.0,109,36,0.573
2016-12-01,Breathwork,12.65,294,73,0.692
2017-01-01,Breathwork,8.9,198,68,0.69
2017-02-01,Breathwork,12.44,302,147,0.792
2017-03-01,Breathwork,6.67,147,43,0.607
2017-04-01,Breathwork,14.51,217,134,0.864
2017-05-01,Breathwork,6.94,108,55,0.936
2017-06-01,Breathwork,9.66,216,51,0.695
2017-07-01,Breathwork,9.01,161,75,0.85
2017-08-01,Breathwork,7.07,107,70,0.573
2017-09-01,Breathwork,12.95,259,110,0.829
2017-10-01,Breathwork,18.42,401,204,0.826
2017-11-01,Breathwork,21.33,397,147,0.804
2017-12-01,Breathwork,13.96,336,76,0.698
2018-01-01,Breathwork,17.35,399,200,0.345
2018-02-01,Breathwork,15.03,280,113,0.623
2018-03-01,Breathwork,16.16,397,145,0.625
2018-04-01,Breathwork,13.97,323,147,0.583
2018-05-01,Breathwork,15.92,365,114,0.715
2018-06-01,Breathwork,17.28,376,172,0.65
2018-07-01,Breathwork,14.26,202,82,0.601
